# Which MSigDB terms the Metabolic collection is made of.
#
# One term per line: MSigDB systematic id, tab, category. A line beginning "!"
# is a term that was JUDGED AND LEFT OUT on purpose — it is recorded so that
# derive-metabolic.mjs's staleness check can tell "nobody has looked at this
# yet" from "somebody looked and said no", and so the second is arguable in a
# diff rather than invisible.
#
# HOW THIS WAS MADE
#
# Every one of the 15,646 term names in the pathway and ontology collections was
# read and judged against written criteria — the union across human and mouse,
# since they share systematic ids, so each term is decided once. It replaced a
# name-matching vocabulary, which is only ever as good as the correlation
# between what a pathway is called and what it is about. That correlation fails
# exactly where it matters: the vocabulary missed KEGG_PENTOSE_AND_
# GLUCURONATE_INTERCONVERSIONS, a metabolic map with no metabolic word in it;
# REACTOME_COMPLEX_I_BIOGENESIS and REACTOME_MITOCHONDRIAL_BIOGENESIS;
# KEGG_INSULIN_SIGNALING_PATHWAY and KEGG_PPAR_SIGNALING_PATHWAY, whose whole
# subject is metabolic control; and KEGG_TYPE_II_DIABETES_MELLITUS. No
# vocabulary catches those without catching half of signalling with them.
#
# WHAT COUNTS AS METABOLIC
#
# The biochemistry of small molecules — synthesis, breakdown, interconversion —
# energy metabolism, redox and one-carbon, storage and mobilisation, the
# transport of metabolites, the pathways that REGULATE metabolism, metabolic
# disease, metabolic enzyme activities, and the compartments that exist to do
# metabolism. Not: macromolecule turnover, which GO also calls metabolism
# (protein, RNA and DNA metabolic processes, translation, proteasome); the
# top-of-hierarchy terms that cover everything; or signalling and development
# where a metabolite is incidental.
#
# ONE STATEMENT, ONE SET
#
# The library said "oxidative phosphorylation" 60 times over, in 60 sets
# that are the same claim at different resolutions — every electron-transfer
# step, every respiratory complex's assembly, each database's own copy. That is
# 60 rows in a results table for one finding and 60 of the tests the
# Benjamini-Hochberg correction is spread across. The family is consolidated to
# four: Hallmark's and KEGG's oxidative phosphorylation, Reactome's aerobic
# respiration, and mitochondrial biogenesis, which is a different question from
# respiring. Terms whose subject is another family that merely happens in the
# mitochondrion — beta-oxidation, the TCA cycle, iron-sulfur clusters,
# mitochondrial fatty acid synthesis — stay with their own kind.
#
# Ribosomes and translation needed no consolidation: they are macromolecule
# turnover and the criteria never admitted them. The one survivor,
# GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS, is genuine small-molecule
# metabolism and is named for what it is NOT.
#
# 2813 terms included, 428 recorded as deliberately excluded.

GOBP_PROSTHETIC_GROUP_METABOLIC_PROCESS	cofactor
GOBP_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS	amino-acid
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	energy
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	energy
GOBP_PROTOPORPHYRINOGEN_IX_BIOSYNTHETIC_PROCESS	cofactor
GOBP_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	cofactor
GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	cofactor
GOBP_PTERIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	cofactor
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	cofactor
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	nucleotide
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	nucleotide
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOBASE_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOBASE_SALVAGE	nucleotide
GOBP_PURINE_NUCLEOBASE_TRANSMEMBRANE_TRANSPORT	nucleotide
GOBP_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	nucleotide
GOBP_PURINE_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_NUCLEOTIDE_SALVAGE	nucleotide
GOBP_PURINE_NUCLEOTIDE_TRANSPORT	nucleotide
GOBP_PURINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS	nucleotide
GOBP_PURINE_RIBONUCLEOSIDE_SALVAGE	nucleotide
GOBP_PURINE_RIBONUCLEOTIDE_SALVAGE	nucleotide
GOBP_PUTRESCINE_BIOSYNTHETIC_PROCESS	other
GOBP_PUTRESCINE_BIOSYNTHETIC_PROCESS_FROM_ARGININE	other
GOBP_PUTRESCINE_METABOLIC_PROCESS	other
GOBP_PUTRESCINE_TRANSPORT	transport
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	cofactor
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	cofactor
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	cofactor
GOBP_PYRIDINE_NUCLEOTIDE_SALVAGE	cofactor
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE	nucleotide
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	transport
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOBASE_CATABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOBASE_TRANSPORT	transport
GOBP_PYRIMIDINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_CATABOLIC_PROCESS	nucleotide
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	nucleotide
GOBP_PYRUVATE_BIOSYNTHETIC_PROCESS	energy
GOBP_PYRUVATE_CATABOLIC_PROCESS	energy
GOBP_PYRUVATE_DECARBOXYLATION_TO_ACETYL_COA	energy
GOBP_PYRUVATE_METABOLIC_PROCESS	energy
GOBP_PYRUVATE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_PYRUVATE_TRANSPORT	transport
GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT	transport
GOBP_QUINOLINATE_BIOSYNTHETIC_PROCESS	cofactor
GOBP_QUINOLINATE_METABOLIC_PROCESS	cofactor
GOBP_QUINONE_BIOSYNTHETIC_PROCESS	cofactor
GOBP_QUINONE_METABOLIC_PROCESS	cofactor
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	redox
GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	redox
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	redox
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT	transport
GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS	regulation
GOBP_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_ADIPONECTIN_SECRETION	regulation
GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	storage
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	other
GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS	other
GOBP_REGULATION_OF_AMINE_METABOLIC_PROCESS	other
GOBP_REGULATION_OF_AMINO_ACID_METABOLIC_PROCESS	amino-acid
GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	transport
GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT	transport
GOBP_REGULATION_OF_APPETITE	regulation
GOBP_REGULATION_OF_ARACHIDONATE_SECRETION	lipid
GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	energy
GOBP_REGULATION_OF_BILE_ACID_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_BILE_ACID_SECRETION	transport
GOBP_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	storage
GOBP_REGULATION_OF_CAMKK_AMPK_SIGNALING_CASCADE	regulation
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	carbohydrate
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	carbohydrate
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	carbohydrate
GOBP_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	other
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	regulation
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	transport
GOBP_REGULATION_OF_CHOLESTEROL_IMPORT	transport
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_CHOLESTEROL_STORAGE	storage
GOBP_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION	other
GOBP_REGULATION_OF_CORTICOSTERONE_SECRETION	other
GOBP_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS	other
GOBP_REGULATION_OF_CYTOCHROME_C_OXIDASE_ACTIVITY	energy
GOBP_REGULATION_OF_D_GLUCOSE_IMPORT	transport
GOBP_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	transport
GOBP_REGULATION_OF_EATING_BEHAVIOR	regulation
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION	storage
GOBP_REGULATION_OF_FAT_CELL_PROLIFERATION	storage
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	lipid
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	lipid
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	transport
GOBP_REGULATION_OF_FEEDING_BEHAVIOR	regulation
GOBP_REGULATION_OF_GASTRIC_ACID_SECRETION	transport
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	energy
GOBP_REGULATION_OF_GLUCAGON_SECRETION	regulation
GOBP_REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	other
GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	other
GOBP_REGULATION_OF_GLUCONEOGENESIS	energy
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	carbohydrate
GOBP_REGULATION_OF_GLUCOSYLCERAMIDE_CATABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS	storage
GOBP_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	storage
GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	storage
GOBP_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY	storage
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	energy
GOBP_REGULATION_OF_HEAT_GENERATION	energy
GOBP_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	cofactor
GOBP_REGULATION_OF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	lipid
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	other
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	other
GOBP_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	carbohydrate
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	redox
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	redox
GOBP_REGULATION_OF_ICOSANOID_SECRETION	lipid
GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	regulation
GOBP_REGULATION_OF_INSULIN_SECRETION	regulation
GOBP_REGULATION_OF_INTESTINAL_ABSORPTION	transport
GOBP_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	transport
GOBP_REGULATION_OF_INTESTINAL_LIPID_ABSORPTION	transport
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	transport
GOBP_REGULATION_OF_IRON_ION_TRANSMEMBRANE_TRANSPORT	transport
GOBP_REGULATION_OF_IRON_ION_TRANSPORT	transport
GOBP_REGULATION_OF_ISOPRENOID_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS	energy
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS	energy
GOBP_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	transport
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_LIPID_LOCALIZATION	lipid
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_LIPID_STORAGE	storage
GOBP_REGULATION_OF_LIPID_TRANSPORT	transport
GOBP_REGULATION_OF_LIPOPHAGY	storage
GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	lipid
GOBP_REGULATION_OF_LIPOPROTEIN_TRANSPORT	transport
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	transport
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	transport
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	lipid
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	lipid
GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_MINERALOCORTICOID_SECRETION	other
GOBP_REGULATION_OF_NADP_METABOLIC_PROCESS	redox
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	redox
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	enzyme
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	transport
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	nucleotide
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT	transport
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	enzyme
GOBP_REGULATION_OF_PANCREATIC_JUICE_SECRETION	transport
GOBP_REGULATION_OF_PENTOSE_PHOSPHATE_SHUNT	energy
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	regulation
GOBP_REGULATION_OF_PHOSPHATE_TRANSPORT	transport
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	lipid
GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	lipid
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_PHOSPHOLIPID_CATABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION	lipid
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	lipid
GOBP_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	carbohydrate
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	carbohydrate
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	redox
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	redox
GOBP_REGULATION_OF_RESPONSE_TO_NUTRIENT_LEVELS	regulation
GOBP_REGULATION_OF_RETINOIC_ACID_BIOSYNTHETIC_PROCESS	cofactor
GOBP_REGULATION_OF_REVERSE_CHOLESTEROL_TRANSPORT	transport
GOBP_REGULATION_OF_SECONDARY_METABOLIC_PROCESS	other
GOBP_REGULATION_OF_SEROTONIN_UPTAKE	transport
GOBP_REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT	transport
GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_SREBP_SIGNALING_PATHWAY	regulation
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_STEROL_TRANSPORT	transport
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS	other
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	redox
GOBP_REGULATION_OF_TESTOSTERONE_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS	cofactor
GOBP_REGULATION_OF_THYROID_HORMONE_GENERATION	other
GOBP_REGULATION_OF_TOR_SIGNALING	regulation
GOBP_REGULATION_OF_TORC2_SIGNALING	regulation
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE	regulation
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_BY_GLUCOSE	regulation
GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	lipid
GOBP_REGULATION_OF_TRIGLYCERIDE_STORAGE	storage
GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	lipid
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	transport
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	lipid
GOBP_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS	cofactor
GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	cofactor
GOBP_RENAL_D_GLUCOSE_ABSORPTION	transport
GOBP_RETINAL_METABOLIC_PROCESS	cofactor
GOBP_RETINOIC_ACID_METABOLIC_PROCESS	cofactor
GOBP_RETINOL_METABOLIC_PROCESS	cofactor
GOBP_REVERSE_CHOLESTEROL_TRANSPORT	transport
GOBP_RIBOFLAVIN_METABOLIC_PROCESS	cofactor
GOBP_RIBOFLAVIN_TRANSPORT	transport
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	nucleotide
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS	nucleotide
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	nucleotide
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	nucleotide
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	nucleotide
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	nucleotide
GOBP_S_ADENOSYLHOMOCYSTEINE_METABOLIC_PROCESS	cofactor
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	cofactor
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS	lipid
GOBP_SECONDARY_METABOLIC_PROCESS	other
GOBP_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	other
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	amino-acid
GOBP_SERINE_TRANSPORT	transport
GOBP_SEROTONIN_BIOSYNTHETIC_PROCESS	other
GOBP_SEROTONIN_METABOLIC_PROCESS	other
GOBP_SEROTONIN_TRANSPORT	transport
GOBP_SEROTONIN_UPTAKE	transport
GOBP_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	lipid
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	lipid
GOBP_SHORT_CHAIN_FATTY_ACID_TRANSPORT	transport
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	other
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	other
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	other
GOBP_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT	transport
GOBP_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT	transport
GOBP_SPERMIDINE_BIOSYNTHETIC_PROCESS	other
GOBP_SPERMIDINE_METABOLIC_PROCESS	other
GOBP_SPERMIDINE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_SPERMIDINE_TRANSPORT	transport
GOBP_SPERMINE_BIOSYNTHETIC_PROCESS	other
GOBP_SPERMINE_METABOLIC_PROCESS	other
GOBP_SPHINGOID_BIOSYNTHETIC_PROCESS	lipid
GOBP_SPHINGOID_METABOLIC_PROCESS	lipid
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	lipid
GOBP_SPHINGOLIPID_CATABOLIC_PROCESS	lipid
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	lipid
GOBP_SPHINGOLIPID_TRANSLOCATION	lipid
GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS	lipid
GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS	lipid
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS	lipid
GOBP_STEROID_BIOSYNTHETIC_PROCESS	lipid
GOBP_STEROID_CATABOLIC_PROCESS	lipid
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	lipid
GOBP_STEROID_METABOLIC_PROCESS	lipid
